2024-03-15 06:40, failed, 0.274369
2024-03-15 06:47, failed, 0.216368
2024-03-15 06:54, failed, 0.320956
2024-03-15 07:04, failed, 0.255435
2024-03-15 07:18, failed, 0.249020
2024-03-15 07:25, failed, 0.139700
2024-03-15 07:32, failed, 0.423187
2024-03-15 07:39, failed, 0.370130
2024-03-15 07:45, failed, 0.247222
2024-03-15 07:53, failed, 0.261711
2024-03-15 07:59, failed, 0.278890
2024-03-15 08:18, failed, 0.191801
2024-03-15 08:30, failed, 0.105236
2024-03-15 08:39, failed, 0.249177
2024-03-15 08:46, failed, 0.360511
2024-03-15 08:53, failed, 0.349424
2024-03-15 08:59, failed, 0.097838
2024-03-15 09:14, failed, 0.301231
2024-03-15 09:22, failed, 0.111417
2024-03-15 09:29, failed, 0.157090
2024-03-15 09:36, failed, 0.223924
2024-03-15 09:43, failed, 0.091187
2024-03-15 09:50, failed, 0.082386
2024-03-15 09:57, failed, 0.235332
2024-03-15 10:10, failed, 0.333329
2024-03-15 10:26, failed, 0.309577
2024-03-15 10:33, failed, 0.284921
2024-03-15 10:40, failed, 0.050875
2024-03-15 10:47, failed, 0.038208
2024-03-15 10:54, failed, 0.208744
2024-03-15 11:04, failed, 0.223846
2024-03-15 11:15, failed, 0.079635
2024-03-15 11:22, failed, 0.331751
2024-03-15 11:29, failed, 0.119004
2024-03-15 11:36, failed, 0.250467
2024-03-15 11:43, failed, 0.322828
2024-03-15 11:50, failed, 0.116397
2024-03-15 11:57, failed, 0.081727
2024-03-15 12:19, failed, 0.228096
2024-03-15 12:41, failed, 0.215713
2024-03-15 12:53, failed, 0.160892
2024-03-15 13:01, failed, 0.292781
2024-03-15 13:19, failed, 0.085178
2024-03-15 13:26, failed, 0.080284
2024-03-15 13:33, failed, 0.379247
2024-03-15 13:40, failed, 0.308674
2024-03-15 13:47, failed, 0.089148
2024-03-15 13:54, failed, 0.109751
2024-03-15 14:07, failed, 0.288477
2024-03-15 14:22, failed, 0.127332
2024-03-15 14:28, failed, 0.235000
2024-03-15 14:37, failed, 0.101672
2024-03-15 14:44, failed, 0.283387
2024-03-15 14:51, failed, 0.304883
2024-03-15 14:58, failed, 0.122732
2024-03-15 15:13, failed, 0.359482
2024-03-15 15:22, failed, 0.341623
2024-03-15 15:29, failed, 0.175132
2024-03-15 15:36, failed, 0.275542
2024-03-15 15:43, failed, 0.076725
2024-03-15 15:50, failed, 0.317332
2024-03-15 15:57, failed, 0.374796
2024-03-15 16:15, failed, 0.082496
2024-03-15 16:29, failed, 0.086550
2024-03-15 16:38, failed, 0.136827
2024-03-15 16:44, failed, 0.149600
2024-03-15 16:51, failed, 0.078335
2024-03-15 16:58, failed, 0.287785
2024-03-15 17:12, failed, 0.235696
2024-03-15 17:24, failed, 0.187925
2024-03-15 17:31, failed, 0.229952
2024-03-15 17:38, failed, 0.324425
2024-03-15 17:45, failed, 0.082101
2024-03-15 17:53, failed, 0.076783
2024-03-15 18:00, failed, 0.265857
2024-03-15 18:19, failed, 0.257562
2024-03-15 18:30, failed, 0.120245
2024-03-15 18:37, failed, 0.248328
2024-03-15 18:44, failed, 0.165978
2024-03-15 18:51, failed, 0.297346
2024-03-15 18:58, failed, 0.140749
2024-03-15 19:10, failed, 0.159719
2024-03-15 19:18, failed, 0.080304
2024-03-15 19:25, failed, 0.238318
2024-03-15 19:33, failed, 0.341371
2024-03-15 19:39, failed, 0.084290
2024-03-15 19:46, failed, 0.321020
2024-03-15 19:53, failed, 0.393811
2024-03-15 20:01, failed, 0.287512
2024-03-15 20:19, failed, 0.289284
2024-03-15 20:27, failed, 0.287982
2024-03-15 20:34, failed, 0.347243
2024-03-15 20:41, failed, 0.251948
2024-03-15 20:48, failed, 0.249273
2024-03-15 20:55, failed, 0.227688
2024-03-15 21:06, failed, 0.308158
2024-03-15 21:17, failed, 0.368429
2024-03-15 21:23, failed, 0.430126
2024-03-15 21:30, failed, 0.223160
2024-03-15 21:37, failed, 0.115520
2024-03-15 21:44, failed, 0.242182
2024-03-15 21:51, failed, 0.247508
2024-03-15 21:58, failed, 0.135663
2024-03-15 22:12, failed, 0.326923
2024-03-15 22:26, failed, 0.479189
2024-03-15 22:33, failed, 0.300784
2024-03-15 22:40, failed, 0.249282
2024-03-15 22:47, failed, 0.166151
2024-03-15 22:54, failed, 0.285114
2024-03-15 23:04, failed, 0.174708
2024-03-15 23:19, failed, 0.303415
2024-03-15 23:26, failed, 0.115042
2024-03-15 23:33, failed, 0.269153
2024-03-15 23:40, failed, 0.327514
2024-03-15 23:47, failed, 0.225049
2024-03-15 23:54, failed, 0.234679
2024-03-16 00:28, failed, 0.212494
2024-03-16 01:28, failed, 0.291486
2024-03-16 02:01, failed, 0.241328
2024-03-16 02:21, failed, 0.357587
2024-03-16 02:29, failed, 0.144970
2024-03-16 02:36, failed, 0.115785
2024-03-16 02:43, failed, 0.229460
2024-03-16 02:50, failed, 0.125784
2024-03-16 02:57, failed, 0.243623
2024-03-16 03:12, failed, 0.118824
2024-03-16 03:23, failed, 0.276902
2024-03-16 03:30, failed, 0.254167
2024-03-16 03:37, failed, 0.264809
2024-03-16 03:44, failed, 0.062615
2024-03-16 03:51, failed, 0.282113
2024-03-16 03:58, failed, 0.182113
2024-03-16 04:14, failed, 0.279670
2024-03-16 04:28, failed, 0.077843
2024-03-16 04:35, failed, 0.276557
2024-03-16 04:42, failed, 0.146811
2024-03-16 04:49, failed, 0.245639
2024-03-16 04:56, failed, 0.255332
2024-03-16 05:10, failed, 0.295333
2024-03-16 05:25, failed, 0.179073
2024-03-16 05:32, failed, 0.380006
2024-03-16 05:39, failed, 0.171821
2024-03-16 05:46, failed, 0.269368
2024-03-16 05:53, failed, 0.050035
2024-03-16 05:59, failed, 0.181742
2024-03-16 06:18, failed, 0.328252
2024-03-16 06:27, failed, 0.258161
2024-03-16 06:36, failed, 0.294192
2024-03-16 06:42, failed, 0.280089
2024-03-16 06:49, failed, 0.220100
2024-03-16 06:56, failed, 0.245129
2024-03-16 07:09, failed, 0.286564
2024-03-16 07:18, failed, 0.326634
2024-03-16 07:25, failed, 0.165833
2024-03-16 07:33, failed, 0.225087
2024-03-16 07:40, failed, 0.229473
2024-03-16 07:47, failed, 0.331852
2024-03-16 07:54, failed, 0.174158
2024-03-16 08:08, failed, 0.250384
2024-03-16 08:22, failed, 0.248051
2024-03-16 08:29, failed, 0.157686
2024-03-16 08:38, failed, 0.282237
2024-03-16 08:44, failed, 0.051289
2024-03-16 08:51, failed, 0.410849
2024-03-16 08:58, failed, 0.163482
2024-03-16 09:12, failed, 0.367698
2024-03-16 09:20, failed, 0.277056
2024-03-16 09:27, failed, 0.237449
2024-03-16 09:34, failed, 0.258292
2024-03-16 09:41, failed, 0.214108
2024-03-16 09:48, failed, 0.279582
2024-03-16 09:55, failed, 0.171382
2024-03-16 10:07, failed, 0.325593
2024-03-16 10:24, failed, 0.114887
2024-03-16 10:31, failed, 0.384931
2024-03-16 10:38, failed, 0.249479
2024-03-16 10:45, failed, 0.286785
2024-03-16 10:52, failed, 0.210536
2024-03-16 10:59, failed, 0.097225
2024-03-16 11:10, failed, 0.083684
2024-03-16 11:17, failed, 0.330990
2024-03-16 11:24, failed, 0.278986
2024-03-16 11:31, failed, 0.123635
2024-03-16 11:37, failed, 0.270876
2024-03-16 11:44, failed, 0.212152
2024-03-16 11:51, failed, 0.151915
2024-03-16 11:58, failed, 0.188546
2024-03-16 12:24, failed, 0.232086
2024-03-16 12:42, failed, 0.384563
2024-03-16 12:53, failed, 0.141355
2024-03-16 13:00, failed, 0.049056
2024-03-16 13:16, failed, 0.254177
2024-03-16 13:23, failed, 0.327421
2024-03-16 13:30, failed, 0.112515
2024-03-16 13:37, failed, 0.122342
2024-03-16 13:44, failed, 0.397653
2024-03-16 13:51, failed, 0.148363
2024-03-16 13:58, failed, 0.512203
2024-03-16 14:11, failed, 0.161021
2024-03-16 14:23, failed, 0.240778
2024-03-16 14:30, failed, 0.148685
2024-03-16 14:37, failed, 0.143339
2024-03-16 14:44, failed, 0.300443
2024-03-16 14:51, failed, 0.141167
2024-03-16 14:58, failed, 0.238139
2024-03-16 15:11, failed, 0.077794
2024-03-16 15:20, failed, 0.049029
2024-03-16 15:27, failed, 0.187905
2024-03-16 15:35, failed, 0.376936
2024-03-16 15:41, failed, 0.277661
2024-03-16 15:48, failed, 0.338889
2024-03-16 15:55, failed, 0.064030
2024-03-16 16:09, failed, 0.208701
2024-03-16 16:24, failed, 0.307607
2024-03-16 16:31, failed, 0.214280
2024-03-16 16:38, failed, 0.262265
2024-03-16 16:45, failed, 0.189166
2024-03-16 16:52, failed, 0.378524
2024-03-16 16:59, failed, 0.320649
2024-03-16 17:12, failed, 0.115388
2024-03-16 17:26, failed, 0.069982
2024-03-16 17:33, failed, 0.117869
2024-03-16 17:40, failed, 0.089020
2024-03-16 17:47, failed, 0.178986
2024-03-16 17:54, failed, 0.242054
2024-03-16 18:04, failed, 0.279175
2024-03-16 18:24, failed, 0.184781
2024-03-16 18:33, failed, 0.331431
2024-03-16 18:41, failed, 0.078571
2024-03-16 18:48, failed, 0.392346
2024-03-16 18:55, failed, 0.309930
2024-03-16 19:06, failed, 0.177442
2024-03-16 19:15, failed, 0.231417
2024-03-16 19:22, failed, 0.389027
2024-03-16 19:29, failed, 0.332245
2024-03-16 19:36, failed, 0.238411
2024-03-16 19:43, failed, 0.141000
2024-03-16 19:50, failed, 0.392613
2024-03-16 19:57, failed, 0.091466
2024-03-16 20:11, failed, 0.209632
2024-03-16 20:21, failed, 0.108147
2024-03-16 20:28, failed, 0.230374
2024-03-16 20:37, failed, 0.247144
2024-03-16 20:43, failed, 0.134916
2024-03-16 20:51, failed, 0.109122
2024-03-16 20:57, failed, 0.172033
2024-03-16 21:10, failed, 0.283968
2024-03-16 21:18, failed, 0.255173
2024-03-16 21:25, failed, 0.253145
2024-03-16 21:32, failed, 0.413296
2024-03-16 21:39, failed, 0.119030
2024-03-16 21:46, failed, 0.155834
2024-03-16 21:53, failed, 0.116938
2024-03-16 22:01, failed, 0.250382
2024-03-16 22:15, failed, 0.327706
2024-03-16 22:26, failed, 0.245615
2024-03-16 22:33, failed, 0.470791
2024-03-16 22:40, failed, 0.340545
2024-03-16 22:47, failed, 0.209284
2024-03-16 22:54, failed, 0.081698
2024-03-16 23:06, failed, 0.463209
2024-03-16 23:20, failed, 0.237927
2024-03-16 23:27, failed, 0.279737
2024-03-16 23:35, failed, 0.513552
2024-03-16 23:42, failed, 0.297199
2024-03-16 23:49, failed, 0.127771
2024-03-16 23:56, failed, 0.450840
2024-03-17 00:46, failed, 0.082620
2024-03-17 01:39, failed, 0.280507
2024-03-17 02:07, failed, 0.171003
2024-03-17 02:26, failed, 0.305073
2024-03-17 02:34, failed, 0.114129
2024-03-17 02:41, failed, 0.384595
2024-03-17 02:48, failed, 0.118673
2024-03-17 02:55, failed, 0.154247
2024-03-17 03:08, failed, 0.328572
2024-03-17 03:20, failed, 0.371826
2024-03-17 03:27, failed, 0.277081
2024-03-17 03:35, failed, 0.114886
2024-03-17 03:41, failed, 0.298100
2024-03-17 03:48, failed, 0.080294
